_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
213.8503547,-18.2006898,69658,14 15 24.11,-18 12 02.4,5.53,213.850471,-18.20066197,12.49,-45.46,-11.45,0.85,0.001, ,213.8503547,-18.2006898
213.9153001,19.1824103,69673,14 15 40.35,+19 11 14.2,-0.05,213.918114,19.18726997,88.85,-1093.45,-1999.4,0.74,1.239, ,213.9153001,19.1824103
214.003624,-6.000546664,69701,14 16 00.88,-05 59 58.3,4.07,214.0036872,-5.99952622,46.74,-25.84,-419.84,0.87,0.511, ,214.003624,-6.00054666
214.0413724,51.36723132,69713,14 16 10.07,+51 22 01.3,4.75,214.0419563,51.36701398,33.54,-149.98,89.42,0.56,0.236,P,214.0413724,51.36723132
214.0959114,46.08830542,69732,14 16 23.18,+46 05 16.5,4.18,214.0965682,46.08791894,33.58,-187.42,159.01,0.61,0.087, ,214.0959114,46.08830542
214.1613147,-66.58789366,69763,14 16 38.73,-66 35 16.4,5.72,214.1613584,-66.58788092,1.42,-7.14,-5.24,0.66,-0.095, ,214.1613147,-66.58789366
214.3685495,15.26337973,69829,14 17 28.44,+15 15 48.1,5.84,214.3685109,15.26336094,3.22,15.33,7.73,0.76,1.678, ,214.3685495,15.26337973
214.4992484,35.50950532,69879,14 17 59.82,+35 30 34.1,4.8,214.4992337,35.50947085,14.63,4.92,14.18,0.69,1.057, ,214.4992484,35.50950532
214.5579002,-81.0077604,69896,14 18 13.97,-81 00 27.4,4.89,214.5582105,-81.00760147,23.36,-19.95,-65.39,0.5,0.243, ,214.5579002,-81.0077604
214.6593993,-18.71596761,69929,14 18 38.30,-18 42 57.2,5.86,214.6595677,-18.71588164,11.08,-65.6,-35.37,0.91,0.013,P,214.6593993,-18.71596761
214.7537295,-25.81542581,69965,14 19 01.13,-25 48 58.7,5.87,214.7546918,-25.81631724,56.23,-356.39,366.76,0.94,0.518, ,214.7537295,-25.81542581
214.7774649,-13.37109491,69974,14 19 06.60,-13 22 16.2,4.52,214.7775077,-13.37116634,17.47,-17.12,29.39,0.94,0.128, ,214.7774649,-13.37109491
214.8178346,13.00429893,69989,14 19 16.22,+13 00 15.8,5.41,214.8175704,13.00437724,38.33,105.91,-32.22,0.81,0.385, ,214.8178346,13.00429893
214.8494972,-37.00290667,69995,14 19 23.91,-37 00 10.1,5.93,214.8496456,-37.00280675,14.6,-48.77,-41.11,0.83,0.082, ,214.8494972,-37.00290667
214.8509249,-46.05809312,69996,14 19 24.23,-46 03 29.1,3.55,214.8509697,-46.05808391,9.27,-12.81,-3.79,0.78,-0.184, ,214.8509249,-46.05809312
214.8853325,-2.265518204,70012,14 19 32.55,-02 15 55.2,5.14,214.8856226,-2.26534352,11.9,-119.29,-71.87,0.95,1.023, ,214.8853325,-2.2655182
214.9384799,16.30694777,70027,14 19 45.32,+16 18 24.5,4.84,214.9388368,16.30680118,17.12,-140.91,60.31,0.68,1.228, ,214.9384799,16.30694777
214.964598,-61.2729718,70035,14 19 51.70,-61 16 21.9,5.22,214.9654324,-61.27275714,20.69,-165.01,-88.32,0.63,0.281, ,214.964598,-61.2729718
215.0404263,-43.0588434,70054,14 20 09.71,-43 03 31.9,5.55,215.0404561,-43.05886202,8.49,-8.95,7.66,0.85,0.907, ,215.0404263,-43.0588434
215.081429,-56.38649746,70069,14 20 19.55,-56 23 11.3,4.3,215.0814698,-56.38647906,2.75,-9.29,-7.57,0.59,0.082, ,215.081429,-56.38649746
215.1392985,-37.88529479,70090,14 20 33.48,-37 53 07.0,4.05,215.1394971,-37.88526711,13.19,-64.5,-11.39,0.86,-0.03, ,215.1392985,-37.88529479
215.1774239,-45.18706031,70104,14 20 42.55,-45 11 12.8,4.78,215.1772957,-45.1868814,21.95,37.17,-73.61,0.8,0.31, ,215.1774239,-45.18706031
215.5821617,-34.78679232,70243,14 22 19.74,-34 47 12.4,5.57,215.5822395,-34.78679152,2.65,-26.28,-0.33,0.91,-0.088, ,215.5821617,-34.78679232
215.5965001,-80.10894534,70248,14 22 23.20,-80 06 32.1,5.06,215.5966542,-80.108911,5.92,-10.89,-14.13,0.53,-0.108,P,215.5965001,-80.10894534
215.6544563,-58.45911695,70264,14 22 37.12,-58 27 33.0,4.76,215.6546749,-58.45915834,11.56,-47.03,17.03,3.09,0.795, ,215.6544563,-58.45911695
215.7593288,-39.511819,70300,14 23 02.26,-39 30 42.4,4.41,215.7594054,-39.51176599,7.79,-24.32,-21.81,0.76,-0.185,P,215.7593288,-39.511819
215.7740621,-27.75401742,70306,14 23 05.91,-27 45 13.4,4.78,215.7746157,-27.75373395,18.67,-201.57,-116.63,0.76,1.3, ,215.7740621,-27.75401742
215.8445653,8.446617134,70327,14 23 22.74,+08 26 47.9,4.86,215.8447503,8.44664037,15.17,-75.28,-9.56,0.93,0.01, ,215.8445653,8.44661713
215.952423,-53.17623291,70363,14 23 48.64,-53 10 34.4,5.99,215.9526586,-53.17620992,9.36,-58.08,-9.46,0.77,1.099, ,215.952423,-53.17623291
216.0036525,8.243969504,70384,14 24 00.88,+08 14 38.4,5.94,216.0036677,8.24400431,8.49,-6.18,-14.32,0.81,0.066, ,216.0036525,8.2439695
216.0472694,5.820130584,70400,14 24 11.39,+05 49 12.4,5.1,216.0474597,5.82011481,21.56,-77.91,6.49,0.9,0.124, ,216.0472694,5.82013058
216.2026095,-24.80631048,70469,14 24 48.66,-24 48 22.6,5.34,216.2027525,-24.80626639,8.16,-53.4,-18.14,0.87,0.962, ,216.2026095,-24.80631048
216.2763609,-68.19533309,70492,14 25 06.34,-68 11 43.2,5.56,216.276413,-68.19532385,0.93,-7.96,-3.8,0.6,0.435,P,216.2763609,-68.19533309
216.2991518,51.85074357,70497,14 25 12.02,+51 51 06.2,4.04,216.3000806,51.85171354,68.63,-236.06,-399.07,0.56,0.497, ,216.2991518,51.85074357
216.5342661,-45.22142404,70574,14 26 08.24,-45 13 17.0,4.56,216.5343127,-45.22138996,3.15,-13.51,-14.02,0.69,-0.147,P,216.5342661,-45.22142404
216.5450534,-45.37927638,70576,14 26 10.80,-45 22 45.3,4.33,216.5450065,-45.37926095,10.38,13.55,-6.35,0.72,0.434, ,216.5450534,-45.37927638
216.6140184,19.2268998,70602,14 26 27.41,+19 13 36.6,5.4,216.6142011,19.2268349,11.38,-71,26.7,0.69,0.231, ,216.6140184,19.2268998
216.7301422,-83.66788445,70638,14 26 55.74,-83 40 04.3,4.31,216.7322531,-83.66785308,11.7,-95.79,-12.91,0.49,1.3, ,216.7301422,-83.66788445
216.7795287,-65.82164651,70657,14 27 07.11,-65 49 17.8,5.87,216.7796384,-65.82161161,3.54,-18.48,-14.36,0.63,1.502, ,216.7795287,-65.82164651
216.8007128,-46.13425412,70663,14 27 12.30,-46 08 02.6,5.83,216.8012478,-46.1340642,17.16,-152.52,-78.14,0.83,0.311, ,216.8007128,-46.13425412
216.8814295,75.6959929,70692,14 27 31.52,+75 41 45.4,4.25,216.8813438,75.69593921,9.46,8.71,22.09,0.46,1.431, ,216.8814295,75.6959929
217.0434444,-29.49163763,70753,14 28 10.44,-29 29 29.7,4.97,217.0435139,-29.49157976,7.85,-24.87,-23.81,0.8,-0.074, ,217.0434444,-29.49163763
217.0505752,-2.227957187,70755,14 28 12.22,-02 13 40.6,4.81,217.0509181,-2.22795009,24.15,-140.94,-2.92,1,0.693, ,217.0505752,-2.22795719
217.1575523,49.84485149,70791,14 28 38.09,+49 50 41.9,5.58,217.1587001,49.84496418,10.59,-304.53,-46.36,0.61,0.864, ,217.1575523,49.84485149
217.1738436,-6.900536267,70794,14 28 41.73,-06 54 01.5,5.42,217.1738779,-6.90041401,6.81,-14.02,-50.3,0.76,1.49, ,217.1738436,-6.90053627
217.4604947,0.828928996,70894,14 29 50.51,+00 49 44.1,5.96,217.4604566,0.82891135,13.1,15.7,7.26,1.28,0.159, ,217.4604947,0.828929
217.5359535,-45.32135551,70915,14 30 08.66,-45 19 16.6,5.51,217.5360839,-45.32128792,6.84,-37.72,-27.81,0.76,-0.087, ,217.5359535,-45.32135551
217.5872798,-49.51901808,70931,14 30 20.99,-49 31 08.1,5.38,217.5874695,-49.51892657,14.66,-50.66,-37.65,0.89,0.056, ,217.5872798,-49.51901808
217.7951673,-38.86970844,70987,14 31 10.84,-38 52 11.2,5.99,217.7951501,-38.86977705,9.43,5.5,28.23,0.79,1.06, ,217.7951673,-38.86970844
217.8185071,-67.71719693,71002,14 31 16.39,-67 43 01.4,5.84,217.8182753,-67.71705401,11.88,36.16,-58.8,0.68,1.006, ,217.8185071,-67.71719693
217.957458,30.37143717,71053,14 31 49.86,+30 22 16.1,3.57,217.957741,30.37114497,21.92,-100.44,120.22,0.81,1.298, ,217.957458,30.37143717
218.0194663,38.30825261,71075,14 32 04.76,+38 18 28.4,3.04,218.0198242,38.30788348,38.29,-115.55,151.87,0.73,0.191,P,218.0194663,38.30825261
218.1288983,55.39800985,71111,14 32 30.93,+55 23 53.0,5.74,218.128874,55.3980457,5.33,5.68,-14.75,0.55,1.529, ,218.1288983,55.39800985
218.1355926,22.26005887,71115,14 32 32.62,+22 15 35.9,5.91,218.1359248,22.25996072,19.44,-126.48,40.38,0.77,0.391, ,218.1355927,22.26005887
218.1544017,-50.45715741,71121,14 32 37.08,-50 27 25.6,4.44,218.1545145,-50.45712132,5.68,-29.55,-14.85,0.72,-0.177, ,218.1544017,-50.45715741
218.3748647,-52.67952225,71182,14 33 29.97,-52 40 46.1,5.86,218.3748758,-52.67948076,9.56,-2.78,-17.07,0.69,1.085, ,218.3748647,-52.67952225
218.384899,-54.9986277,71184,14 33 32.47,-54 59 55.0,5.86,218.3852949,-54.9986156,11.42,-93.43,-4.98,0.68,0.482, ,218.384899,-54.9986277
218.6650856,49.36835423,71280,14 34 39.66,+49 22 05.6,5.74,218.6652567,49.36823171,4.17,-45.83,50.41,0.6,1.56, ,218.6650856,49.36835423
218.670071,29.74512993,71284,14 34 40.69,+29 44 41.3,4.47,218.6695438,29.74480735,64.66,188.32,132.72,0.72,0.364, ,218.670071,29.74512993
218.8767659,-42.15782447,71352,14 35 30.45,-42 09 27.9,2.33,218.8768816,-42.15774562,10.57,-35.31,-32.44,0.83,-0.157,P,218.8767659,-42.15782447
218.8811712,-41.51743653,71353,14 35 31.50,-41 31 02.6,5.88,218.8812412,-41.51738017,9.1,-21.56,-23.19,0.78,-0.085, ,218.8811712,-41.51743653
219.0792938,-46.24545129,71419,14 36 19.06,-46 14 43.8,5.55,219.0794033,-46.2454913,5.12,-31.17,16.46,0.76,1.489, ,219.0792938,-46.24545129
219.1838886,-40.21157998,71453,14 36 44.15,-40 12 41.5,5.74,219.1839608,-40.21152639,7.78,-22.67,-22.05,0.77,-0.112, ,219.1838886,-40.21157998
219.3339709,-46.13343907,71500,14 37 20.17,-46 08 00.3,5.39,219.3340208,-46.13341306,2.44,-14.24,-10.7,1.25,0.927,G,219.3339709,-46.13343907
219.4717758,-49.42582826,71536,14 37 53.25,-49 25 32.7,4.05,219.4718797,-49.42575765,10.51,-27.78,-29.05,0.71,-0.152, ,219.4717758,-49.42582826
219.5524538,43.64213015,71568,14 38 12.67,+43 38 31.4,5.74,219.5527996,43.64205288,2.85,-102.95,31.79,0.54,1.481, ,219.5524538,43.64213015
219.5582805,18.29837944,71571,14 38 14.01,+18 17 54.7,5.9,219.558355,18.29853624,8.88,-29.1,-64.51,0.74,1.099, ,219.5582805,18.29837944
219.5634273,54.02333948,71573,14 38 15.21,+54 01 24.2,5.83,219.5633547,54.02338576,7.61,17.54,-19.04,0.53,0.007, ,219.5634273,54.02333948
219.7092745,44.40450023,71618,14 38 50.28,+44 24 16.4,5.39,219.7095073,44.40454503,16.56,-68.43,-18.43,0.55,0.03, ,219.7092745,44.40450023
219.8961703,-60.83715604,71681,14 39 39.39,-60 50 22.1,1.35,219.9141283,-60.83947139,742.12,-3600.35,952.11,1.4,0.9,D,219.8961703,-60.83715604
219.9020658,-60.83397468,71683,14 39 40.90,-60 50 06.5,-0.01,219.9204103,-60.83514707,742.12,-3678.19,481.84,1.4,0.71,D,219.9020658,-60.83397468
220.176636,13.53432528,71759,14 40 42.36,+13 32 03.7,5.93,220.1765016,13.53436103,18.83,53.76,-14.71,0.85,0.238, ,220.176636,13.53432528
220.1815285,16.41832429,71762,14 40 43.56,+16 25 05.9,4.49,220.181504,16.4183013,10.28,9.64,9.46,0.91,-0.002, ,220.1815285,16.41832429
220.2557946,-36.1348583,71783,14 41 01.41,-36 08 05.4,5.67,220.2558897,-36.1348433,5.54,-31.58,-6.17,0.74,-0.081, ,220.2557946,-36.1348583
220.2872992,13.72830024,71795,14 41 08.92,+13 43 42.0,3.78,220.2871682,13.72833113,18.07,52.36,-12.71,1.24,0.044, ,220.2872992,13.72830024
220.4114604,8.161764009,71832,14 41 38.76,+08 09 42.3,4.86,220.4114855,8.16175611,5.66,-10.21,3.25,0.82,0.992, ,220.4114604,8.16176401
220.4313355,11.66066243,71837,14 41 43.62,+11 39 39.4,5.55,220.4317314,11.66093526,8.46,-159.52,-112.25,0.86,0.941, ,220.4313355,11.66066243
220.4823151,-47.38820014,71860,14 41 55.77,-47 23 17.3,2.3,220.482391,-47.38814127,5.95,-21.15,-24.22,0.76,-0.154,P,220.4823151,-47.38820014
220.4899623,-37.79349851,71865,14 41 57.61,-37 47 36.3,4.01,220.4900532,-37.79342394,10.69,-29.56,-30.68,0.72,-0.157, ,220.4899623,-37.79349851
220.6267475,-64.97513849,71908,14 42 30.69,-64 58 28.5,3.18,220.6278543,-64.97456957,60.97,-192.64,-234.07,0.58,0.256, ,220.6267475,-64.97513849
220.7650974,-5.658206635,71957,14 43 03.56,-05 39 26.7,3.87,220.7648428,-5.6574291,53.54,104.23,-319.9,0.95,0.385, ,220.7650974,-5.65820663
220.8064651,-24.99775316,71974,14 43 13.57,-24 59 51.8,5.7,220.8065235,-24.99773099,7.97,-21.77,-9.12,0.78,0.006, ,220.8064651,-24.99775316
220.8556801,26.52785023,71995,14 43 25.37,+26 31 40.4,4.8,220.8557162,26.52789077,3.67,-13.29,-16.68,0.94,1.672,P,220.8556801,26.52785023
220.9143334,-35.17365526,72010,14 43 39.48,-35 10 23.6,4.06,220.9145146,-35.17322549,15.89,-60.93,-176.82,0.71,1.356, ,220.9143334,-35.17365526
220.9351429,40.45925391,72012,14 43 44.44,+40 27 33.1,5.72,220.9351857,40.45920338,4.11,-13.4,20.79,0.58,1.398, ,220.9351429,40.45925391
221.2466761,-35.19182562,72104,14 44 59.20,-35 11 30.6,4.92,221.2466463,-35.19182069,15.76,10.04,-2.03,0.74,0.013, ,221.2466761,-35.19182562
221.2467404,27.07422244,72105,14 44 59.25,+27 04 27.0,2.35,221.2468787,27.07417383,15.55,-50.65,20,0.78,0.966, ,221.2467404,27.07422244
221.3102504,16.96427976,72125,14 45 14.50,+16 57 51.9,4.6,221.3104051,16.96440296,14.48,-60.87,-50.69,0.79,0.972, ,221.3102504,16.96427976
221.3222358,-62.87564802,72131,14 45 17.25,-62 52 31.6,5.36,221.3218614,-62.87545275,21.75,70.24,-80.34,0.61,0.308, ,221.3222358,-62.87564802
221.3758554,0.71727078,72154,14 45 30.23,+00 43 02.2,5.68,221.3759522,0.71729003,5.31,-39.85,-7.92,1.34,-0.021, ,221.3758554,0.71727078
221.5003331,-25.44318067,72197,14 46 00.18,-25 26 34.5,5.15,221.5007408,-25.44291557,32.86,-151.5,-109.07,0.92,0.315, ,221.5003331,-25.44318067
221.5247745,15.13178786,72208,14 46 06.00,+15 07 54.3,5.78,221.5249887,15.13174102,3.59,-85.07,19.27,0.86,1.335,P,221.5247745,15.13178786
221.5282033,-23.15301769,72210,14 46 06.75,-23 09 10.3,5.8,221.528135,-23.15286204,8.91,25.85,-64.04,0.96,0.98, ,221.5282033,-23.15301769
221.5621837,1.892885435,72220,14 46 14.99,+01 53 34.6,3.73,221.5624659,1.8929383,25.35,-116.04,-21.75,0.87,-0.005, ,221.5621837,1.89288544
221.6208066,-47.44111582,72250,14 46 29.03,-47 26 27.9,5.74,221.6209496,-47.44107999,9.59,-39.79,-14.74,0.83,0.066, ,221.6208066,-47.44111582
221.7553895,-52.38351785,72290,14 47 01.31,-52 22 59.9,5.22,221.7554609,-52.38331777,12.58,-17.93,-82.32,0.66,0.984, ,221.7553895,-52.38351785
221.7712408,-38.29063861,72296,14 47 05.06,-38 17 25.6,5.9,221.7710775,-38.29043787,5.88,52.75,-82.59,0.76,1.336, ,221.7712408,-38.29063861
221.8439788,-25.62426687,72323,14 47 22.56,-25 37 27.2,5.61,221.8439999,-25.62423321,5.32,-7.84,-13.85,0.75,-0.043, ,221.8439788,-25.62426687
221.9366881,-26.08750032,72357,14 47 44.78,-26 05 14.9,5.23,221.9365883,-26.0874799,9.84,36.88,-8.4,0.76,0.938, ,221.9366881,-26.08750032
221.9654532,-79.0447507,72370,14 47 51.73,-79 02 41.0,3.83,221.9655257,-79.04471242,7.93,-5.67,-15.75,0.53,1.433, ,221.9654532,-79.0447507
221.989823,-26.64615475,72378,14 47 57.56,-26 38 46.1,5.76,221.989852,-26.64613329,7.51,-10.65,-8.83,0.85,-0.007, ,221.989823,-26.64615475
222.1585324,-36.63469697,72432,14 48 38.06,-36 38 04.5,5.89,222.1585716,-36.63458507,7.26,-12.94,-46.04,0.9,1.369,P,222.1585324,-36.63469697
222.1856258,-66.5935632,72438,14 48 44.56,-66 35 36.7,5.91,222.1856717,-66.59353612,2.85,-7.49,-11.14,0.62,-0.106,P,222.1856258,-66.5935632
222.3277886,46.11620543,72487,14 49 18.68,+46 06 59.0,5.76,222.3278144,46.11639336,21.34,-7.35,-77.32,0.55,0.482, ,222.3277886,46.11620543
222.3281047,-24.25147056,72488,14 49 18.76,-24 15 05.3,5.68,222.3281598,-24.25146951,2.93,-20.69,-0.43,0.84,1.275, ,222.3281047,-24.25147056
222.3293805,-14.14902182,72489,14 49 19.09,-14 08 56.3,5.32,222.3295457,-14.14898587,13.86,-65.89,-14.79,1.3,0.066, ,222.3293805,-14.14902182
222.4220561,48.72080378,72524,14 49 41.36,+48 43 14.0,5.68,222.4223396,48.72056284,14.22,-76.93,99.13,0.87,0.501, ,222.4220561,48.72080378
222.4933286,28.61583166,72552,14 49 58.39,+28 36 57.0,5.8,222.4932766,28.61583341,11.06,18.8,-0.72,0.65,0.046, ,222.4933286,28.61583166
222.5658799,23.91184418,72567,14 50 15.72,+23 54 42.4,5.86,222.5654951,23.91176538,55.73,144.73,32.42,0.8,0.576, ,222.5658799,23.91184418
222.5721247,-27.96037084,72571,14 50 17.47,-27 57 36.8,4.42,222.5727779,-27.96021925,10.68,-237.37,-62.37,0.83,1.366, ,222.5721247,-27.96037084
222.5850945,82.51194418,72573,14 50 19.63,+82 30 45.0,5.63,222.581781,82.51248701,23.08,177.66,-223.33,0.5,0.671, ,222.5850945,82.51194418
222.6235277,37.27204659,72582,14 50 29.80,+37 16 18.5,5.47,222.624176,37.27181511,16.31,-212.26,95.24,0.61,1.03, ,222.6235277,37.27204659
222.6715885,-15.9972368,72603,14 50 41.26,-15 59 49.5,5.15,222.6719322,-15.99709226,42.26,-135.93,-59.47,1.04,0.401, ,222.6715885,-15.9972368
222.6763601,74.15550491,72607,14 50 42.40,+74 09 19.7,2.07,222.6766475,74.15547596,25.79,-32.29,11.91,0.52,1.465, ,222.6763601,74.15550491
222.7196381,-16.04177818,72622,14 50 52.78,-16 02 29.8,2.75,222.7199054,-16.04161047,42.25,-105.69,-69,1.05,0.147, ,222.7196381,-16.04177818
222.7544637,-2.299150464,72631,14 51 01.02,-02 17 55.9,4.93,222.7542505,-2.29884995,15.09,87.63,-123.64,1.09,0.988, ,222.7544637,-2.29915046
222.8474106,19.10046004,72659,14 51 23.28,+19 06 02.3,4.54,222.8470176,19.10063329,149.26,152.81,-71.28,0.76,0.72, ,222.8474106,19.10046004
222.8601525,59.29398542,72664,14 51 26.57,+59 17 37.1,5.48,222.860728,59.29365246,7.38,-120.89,136.99,0.48,1.369, ,222.8601525,59.29398542
222.9095973,-43.57535897,72683,14 51 38.32,-43 34 31.1,4.32,222.9096805,-43.57529383,8,-24.79,-26.8,0.78,-0.154, ,222.9095973,-43.57535897
223.1469041,-63.8098274,72773,14 52 35.27,-63 48 35.3,5.91,223.1469595,-63.80981741,3.22,-10.05,-4.11,1.22,0.66,P,223.1469041,-63.8098274
223.2128069,-37.80316007,72800,14 52 51.09,-37 48 11.2,5.02,223.2128702,-37.80311642,8.49,-20.6,-17.96,0.76,-0.155, ,223.2128069,-37.80316007
223.3065574,-73.19007118,72833,14 53 13.54,-73 11 24.6,5.59,223.3064034,-73.19015457,10.19,18.33,34.31,0.69,0.82, ,223.3065574,-73.19007118
223.5838715,-24.64220203,72929,14 54 20.14,-24 38 31.7,5.27,223.583901,-24.64213517,8.48,-11.02,-27.51,0.77,1.336, ,223.5838715,-24.64220203
223.5953033,-11.89834766,72934,14 54 22.91,-11 53 54.0,5.78,223.5954416,-11.89833043,8.94,-55.68,-7.09,0.96,0.982, ,223.5953033,-11.89834766
223.6579777,-33.30057489,72959,14 54 37.92,-33 18 02.0,5.85,223.6580027,-33.30056091,4.07,-8.58,-5.75,0.86,1.429, ,223.6579778,-33.30057489
223.894002,-60.11416416,73036,14 55 34.71,-60 06 50.0,5.18,223.8946152,-60.11389133,18.87,-125.69,-112.25,0.8,1.161, ,223.8940021,-60.11416416
223.9362839,-33.85578497,73049,14 55 44.69,-33 51 20.8,5.32,223.9362277,-33.85578004,13.2,19.18,-2.03,0.81,0.046, ,223.9362839,-33.85578497
224.0551263,14.44626567,73087,14 56 13.24,+14 26 46.6,5.9,224.0551584,14.44626586,5.96,-12.78,-0.08,0.74,-0.031, ,224.0551263,14.44626567
224.0718819,-52.80954787,73095,14 56 17.23,-52 48 34.4,5.38,224.071771,-52.80956707,15.08,27.59,7.9,0.72,0.142, ,224.0718819,-52.80954787
224.0960005,49.62844897,73100,14 56 22.94,+49 37 44.4,5.63,224.0955848,49.62899937,40.25,110.79,-226.45,0.54,0.533, ,224.0960005,49.62844897
224.133557,-47.8791978,73111,14 56 32.08,-47 52 44.9,5.62,224.1336654,-47.87914321,5.21,-29.91,-22.46,0.99,-0.035, ,224.133557,-47.8791978
224.1832771,-62.78101625,73129,14 56 44.00,-62 46 51.6,5.08,224.1833431,-62.78098762,3.91,-12.41,-11.78,0.67,-0.023,P,224.1832771,-62.78101625
224.1921325,-11.40970065,73133,14 56 46.11,-11 24 35.0,5.48,224.1921129,-11.4097279,6.06,7.93,11.21,0.79,1.491, ,224.1921325,-11.40970065
224.2958315,-4.346462007,73165,14 57 11.06,-04 20 45.9,4.47,224.29607,-4.34608634,35.83,-97.83,-154.56,0.91,0.318, ,224.2958315,-4.34646201
224.2986574,16.38812776,73166,14 57 11.68,+16 23 17.3,5.72,224.2986677,16.38813986,5.28,-4.08,-4.98,0.81,0.951, ,224.2986574,16.38812776
224.3666651,-21.41547505,73184,14 57 27.35,-21 24 40.6,5.72,224.363965,-21.4112809,169.32,1034.18,-1725.6,1.67,1.024,D,224.3666651,-21.41547505
224.3885468,-0.167611711,73193,14 57 33.22,-00 10 03.2,5.51,224.3884012,-0.16754803,11.06,59.91,-26.2,0.87,1.131, ,224.3885468,-0.16761171
224.3958634,65.9324602,73199,14 57 35.12,+65 55 56.6,4.63,224.3963298,65.93238126,8.2,-78.26,32.48,0.52,1.59,P,224.3958634,65.9324602
224.4707666,-76.66265545,73223,14 57 53.16,-76 39 45.4,5.37,224.4714892,-76.66261622,7.62,-68.58,-16.14,0.56,1.442, ,224.4707666,-76.66265545
224.6330285,-43.13396008,73273,14 58 31.95,-43 08 01.9,2.68,224.6331419,-43.13386699,6.23,-34.06,-38.3,0.71,-0.184, ,224.6330285,-43.13396008
224.6635611,-27.65731391,73284,14 58 39.29,-27 39 26.3,5.65,224.6636918,-27.65729301,9.32,-47.62,-8.6,1.42,0.262, ,224.6635611,-27.65731391
224.7232526,-11.14401377,73310,14 58 53.64,-11 08 37.9,5.88,224.7235168,-11.14386422,10.32,-106.68,-61.53,0.85,1.274, ,224.7232526,-11.14401377
224.7903544,-42.10419383,73334,14 59 09.70,-42 06 14.9,3.13,224.7904125,-42.10414199,6.05,-17.76,-21.33,0.73,-0.208, ,224.7903544,-42.10419383
224.8463141,4.567761225,73350,14 59 23.11,+04 34 04.0,5.91,224.8463113,4.56777277,4.5,1.17,-4.75,0.93,1.615, ,224.8463141,4.56776122
224.9039468,39.26533338,73369,14 59 36.97,+39 15 54.8,5.64,224.9040458,39.26523166,19.83,-31.53,41.85,0.57,0.336, ,224.9039468,39.26533338
225.0470959,-77.16055017,73415,15 00 11.34,-77 09 37.9,5.92,225.0472417,-77.16052523,3.72,-13.33,-10.26,0.55,1.052, ,225.0470959,-77.16055017
225.2431192,-8.518943144,73473,15 00 58.39,-08 31 08.2,4.91,225.2432819,-8.51893488,10.72,-66.2,-3.4,0.91,0, ,225.2431192,-8.51894314
225.3045686,-38.05839819,73493,15 01 13.07,-38 03 29.9,5.88,225.3044747,-38.05831465,8.43,30.42,-34.37,0.93,1.246, ,225.3045686,-38.05839819
225.3326112,-2.754926524,73497,15 01 19.81,-02 45 17.5,5.52,225.3325414,-2.75487208,5.78,28.68,-22.4,0.8,1.692, ,225.3326112,-2.75492652
225.3628918,60.20445323,73507,15 01 27.11,+60 12 15.9,5.91,225.3629556,60.20442421,9.98,-13.04,11.94,0.53,0.107, ,225.3628918,60.20445323
225.4538298,-0.140295201,73536,15 01 48.92,-00 08 24.9,5.71,225.4538141,-0.14025867,3.19,6.45,-15.03,1.21,1.509, ,225.4538298,-0.1402952
225.4616524,-83.22764618,73540,15 01 50.70,-83 13 40.0,5.65,225.461268,-83.22777573,8.39,18.65,53.3,0.5,0.962, ,225.4616524,-83.22764618
225.4865098,40.39056569,73555,15 01 56.79,+40 23 26.3,3.49,225.486638,40.39063671,14.91,-40.2,-29.22,0.57,0.956, ,225.4865098,40.39056569
225.5268112,-28.06061106,73566,15 02 06.38,-28 03 37.9,5.83,225.5265792,-28.06052808,10.04,84.22,-34.14,0.9,0.164, ,225.5268112,-28.06061106
225.5271181,25.00813834,73568,15 02 06.51,+25 00 29.7,4.8,225.5271339,25.00825646,9.07,-5.88,-48.6,0.74,1.506, ,225.5271181,25.00813833
225.7251556,2.091302741,73620,15 02 54.07,+02 05 28.6,4.39,225.7252916,2.09127129,17.78,-55.93,12.94,0.9,1.026, ,225.7251556,2.09130274
225.7469826,-32.64329383,73624,15 02 59.29,-32 38 35.7,5.45,225.7470434,-32.64324605,9.32,-21.05,-19.66,0.84,-0.127, ,225.7469827,-32.64329383
225.7752294,35.20579548,73634,15 03 06.08,+35 12 20.8,5.52,225.7753483,35.20577288,11.85,-39.95,9.3,0.6,1.023, ,225.7752294,35.20579548
225.9471001,47.65406011,73695,15 03 47.68,+47 39 14.5,4.83,225.9486742,47.65401409,78.39,-436.24,18.94,1.03,0.647,D,225.9471001,47.65406011
226.0175648,-25.28196464,73714,15 04 04.26,-25 16 54.7,3.25,226.0177579,-25.28185602,11.17,-71.85,-44.69,0.98,1.674, ,226.0175648,-25.28196464
226.1114238,26.94764882,73745,15 04 26.86,+26 56 51.6,4.52,226.1119046,26.94765981,13.04,-176.31,-4.52,0.68,1.24, ,226.1114238,26.94764882
226.1955061,-83.03831141,73771,15 04 46.96,-83 02 17.8,5.65,226.1956796,-83.03826851,1.88,-8.65,-17.65,0.52,1.273, ,226.1955061,-83.03831141
226.2007768,-64.03135005,73776,15 04 48.05,-64 01 52.9,5.16,226.2002055,-64.03137307,12.2,102.92,9.47,0.59,0.935, ,226.2007768,-64.03135005
