_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
330.7360844,44.64986302,108845,22 02 56.68,+44 38 59.8,5.57,330.7361578,44.64994158,6.16,-21.46,-32.32,0.67,-0.029, ,330.7360844,44.64986302
330.7658741,-76.11842744,108849,22 03 03.74,-76 07 05.8,5.94,330.7655924,-76.11826634,16.2,27.81,-66.28,0.57,0.399, ,330.7658742,-76.11842744
330.8185805,-6.522405956,108868,22 03 16.43,-06 31 20.7,5.55,330.8184636,-6.52242698,12.02,47.8,8.65,0.8,0.959, ,330.8185805,-6.52240596
330.8402362,-56.78597558,108870,22 03 17.44,-56 46 47.3,4.69,330.822665,-56.77980602,275.76,3959.97,-2538.84,0.69,1.056, ,330.8402362,-56.78597558
330.8285172,-2.155362956,108874,22 03 18.83,-02 09 19.2,4.74,330.8284569,-2.15533588,8.56,24.81,-11.14,0.81,-0.1, ,330.8285172,-2.15536296
330.8293003,11.38655209,108875,22 03 19.02,+11 23 11.6,5.83,330.8292589,11.38655605,6.03,16.71,-1.63,0.82,-0.05, ,330.8293003,11.38655209
330.9477243,64.62797127,108917,22 03 47.16,+64 37 39.9,4.26,330.9465078,64.62775425,32.07,214.46,89.29,0.68,0.379, ,330.9477243,64.62797127
330.970739,63.11992053,108924,22 03 52.93,+63 07 11.2,5.26,330.9705417,63.11977885,7.27,36.7,58.29,0.47,1.557, ,330.970739,63.11992053
331.1531961,-26.82235879,108975,22 04 36.76,-26 49 20.4,5.97,331.1531618,-26.8223356,2.89,12.59,-9.54,0.75,-0.167, ,331.1531961,-26.82235879
331.1975923,-0.906343409,108991,22 04 47.43,-00 54 22.5,5.29,331.1976411,-0.90623994,14.1,-20.05,-42.57,0.82,0.231, ,331.1975923,-0.90634341
331.2520742,62.78567143,109005,22 05 00.48,+62 47 07.9,5.27,331.2519988,62.78552941,10.25,14.19,58.43,0.47,1.413, ,331.2520743,62.78567143
331.2866212,62.27981369,109017,22 05 08.79,+62 16 47.4,5.07,331.2866304,62.27982101,0.6,-1.76,-3.01,0.49,0.24, ,331.2866212,62.27981369
331.297225,26.67368931,109023,22 05 11.32,+26 40 25.0,5.75,331.2971477,26.67361826,8.22,28.42,29.23,0.73,1.249, ,331.297225,26.67368931
331.3944778,28.96398081,109056,22 05 34.65,+28 57 50.4,5.69,331.3943944,28.96400385,10.71,30.03,-9.48,0.68,-0.048, ,331.3944778,28.96398081
331.4197978,5.058530478,109068,22 05 40.69,+05 03 29.8,4.86,331.4195499,5.05828453,12.38,101.6,101.19,0.9,1.443, ,331.4197978,5.05853048
331.4459822,-0.319850695,109074,22 05 47.03,-00 19 11.4,2.95,331.4459387,-0.31982656,4.3,17.9,-9.93,0.83,0.969, ,331.4459822,-0.3198507
331.462569,-59.63607191,109081,22 05 50.95,-59 38 09.4,5.62,331.4622975,-59.63594171,6.34,56.46,-53.57,0.7,1.468, ,331.462569,-59.63607191
331.5081342,45.01434833,109102,22 06 01.96,+45 00 51.8,5.09,331.5081663,45.01438566,5.27,-9.35,-15.36,0.63,1.568, ,331.5081342,45.01434833
331.528689,-39.54335326,109111,22 06 06.90,-39 32 35.0,4.47,331.5287652,-39.54304903,13.2,-24.16,-125.17,0.78,1.349, ,331.528689,-39.54335326
331.6092902,-13.86967906,109139,22 06 26.21,-13 52 10.3,4.29,331.6091889,-13.86954013,18.9,40.45,-57.16,0.95,-0.075, ,331.6092902,-13.86967906
331.7527753,25.34511155,109176,22 07 00.47,+25 20 42.2,3.77,331.7519773,25.3450461,85.06,296.73,26.93,0.71,0.435, ,331.7527753,25.34511155
331.8691367,19.47552571,109209,22 07 28.52,+19 28 31.6,5.74,331.8688224,19.47543631,16.39,121.91,36.78,0.62,0.331, ,331.8691367,19.47552571
331.9596013,21.70292564,109240,22 07 50.33,+21 42 11.1,5.79,331.9597195,21.70309155,4.67,-45.18,-68.26,0.67,-0.077, ,331.9596013,21.70292564
332.0582728,-46.96097543,109268,22 08 13.88,-46 57 38.2,1.73,332.0578184,-46.96061593,32.16,127.6,-147.91,0.82,-0.07, ,332.0582728,-46.96097543
332.0958703,-32.98846846,109285,22 08 22.95,-32 59 18.2,4.5,332.0956383,-32.98839827,25.01,80.05,-28.88,1.29,0.054, ,332.0958703,-32.98846846
332.1080512,-34.04384111,109289,22 08 25.93,-34 02 37.4,4.99,332.1080337,-34.04372111,6.18,5.98,-49.37,0.83,1.499, ,332.1080512,-34.04384111
332.2457948,-18.51959165,109332,22 08 58.99,-18 31 10.5,5.8,332.2457943,-18.51957349,0.48,0.17,-7.47,0.93,-0.154, ,332.2457948,-18.51959165
332.3068075,33.17233752,109352,22 09 13.68,+33 10 21.0,5.58,332.3069817,33.1724976,11.51,-60,-65.86,0.64,0.985, ,332.3068075,33.17233752
332.4517966,72.34120687,109400,22 09 48.37,+72 20 28.3,4.79,332.4515291,72.34119936,8.64,33.39,3.09,0.44,0.919, ,332.4517966,72.34120687
332.4820903,-34.01496677,109404,22 09 55.71,-34 00 54.1,5.37,332.4821307,-34.01503553,15.35,-13.79,28.29,0.77,0.241, ,332.4820903,-34.01496677
332.4968502,33.17822387,109410,22 09 59.25,+33 10 41.8,4.28,332.496886,33.17826747,12.96,-12.34,-17.94,0.62,0.471, ,332.4968502,33.17822387
332.5365839,-32.5484068,109422,22 10 08.48,-32 32 54.4,4.94,332.535348,-32.54844042,53.36,428.62,13.83,0.82,0.489, ,332.5365839,-32.5484068
332.5499384,6.197864906,109427,22 10 11.82,+06 11 52.0,3.52,332.549249,6.197789,33.77,281.96,31.23,0.85,0.086, ,332.5499384,6.19786491
332.6406097,-4.266855443,109466,22 10 33.70,-04 16 00.7,5.98,332.6404334,-4.26686395,11.57,72.36,3.5,0.86,0.981, ,332.6406097,-4.26685544
332.6559685,11.62453953,109471,22 10 37.46,+11 37 28.8,5.78,332.6560847,11.6246717,5.22,-46.82,-54.38,0.85,1.617, ,332.6559685,11.62453953
332.6561761,-11.56493952,109472,22 10 37.46,-11 33 53.9,5.43,332.6561023,-11.56495901,5.81,29.74,8.02,0.75,-0.117, ,332.6561761,-11.56493952
332.6616294,70.13257265,109474,22 10 38.90,+70 07 57.1,5.52,332.6620927,70.1325139,30.61,-64.78,24.17,0.5,0.391, ,332.6616294,70.13257265
332.7136529,58.20126083,109492,22 10 51.26,+58 12 04.5,3.39,332.7135913,58.20124992,4.49,13.35,4.49,0.5,1.558,P,332.7136529,58.20126083
332.7912211,50.82339282,109521,22 11 09.78,+50 49 23.8,5.38,332.7907332,50.82328938,18.24,126.81,42.56,0.56,0.152, ,332.7912211,50.82339282
332.8774002,59.41448763,109556,22 11 30.58,+59 24 52.3,5.05,332.8774347,59.41451451,1.98,-7.22,-11.06,0.46,0.192, ,332.8774002,59.41448763
332.9531983,56.83935728,109572,22 11 48.52,+56 50 20.6,5.24,332.9521463,56.83904211,27.03,236.75,129.67,0.49,0.534, ,332.9531983,56.83935728
332.9638793,16.04055086,109577,22 11 51.33,+16 02 26.1,5.93,332.9638868,16.04059653,17.88,-2.94,-18.79,0.74,0.951, ,332.9638793,16.04055086
333.0083986,60.75909505,109592,22 12 02.01,+60 45 32.7,5.37,333.0083929,60.75907189,8.74,1.15,9.53,0.48,1.184, ,333.0083986,60.75909505
333.0337255,24.9506412,109602,22 12 08.09,+24 57 02.3,5.97,333.0336981,24.950637,1.07,10.24,1.73,0.7,1.5, ,333.0337255,24.9506412
333.0935426,63.29103525,109620,22 12 22.45,+63 17 27.9,5.76,333.0935225,63.2910719,3.77,3.72,-15.08,0.51,1.645, ,333.0935426,63.29103525
333.1992698,34.60459203,109654,22 12 47.81,+34 36 17.0,5.34,333.1992128,34.60471273,12.74,19.32,-49.66,0.58,1.134, ,333.1992698,34.60459203
333.2942312,86.10795472,109693,22 13 10.17,+86 06 28.3,5.27,333.2923938,86.10785672,12.75,51.31,40.32,0.49,-0.03, ,333.2942312,86.10795472
333.4112474,28.60801711,109730,22 13 38.65,+28 36 28.9,5.87,333.4110424,28.60802681,13.08,74.04,-3.99,0.62,1.169, ,333.4112474,28.60801711
333.4351386,-25.18090505,109737,22 13 44.39,-25 10 51.3,5.58,333.4349474,-25.18092537,14.78,71.18,8.36,0.79,0.497, ,333.4351386,-25.18090505
333.4551671,45.44061303,109745,22 13 49.18,+45 26 26.2,5.53,333.4549128,45.44060328,13,73.41,4.01,0.54,0.021, ,333.4551671,45.44061303
333.4697084,39.71492708,109754,22 13 52.70,+39 42 53.6,4.5,333.4695894,39.71488928,5.79,37.65,15.55,0.64,1.385, ,333.4697084,39.71492708
333.5751337,-21.07456625,109786,22 14 18.02,-21 04 28.9,5.33,333.5750738,-21.07470081,11.59,22.98,55.36,0.98,0.812, ,333.5751337,-21.07456625
333.5781308,-27.76690756,109789,22 14 18.74,-27 46 00.9,5.45,333.578068,-27.76691218,6.42,22.88,1.9,0.85,-0.121, ,333.5781308,-27.76690756
333.6848788,42.95391034,109831,22 14 44.33,+42 57 14.3,5.72,333.6847111,42.95396372,11.67,50.49,-21.96,0.6,0.014, ,333.6848788,42.95391034
333.7591246,57.04358673,109857,22 15 01.68,+57 02 36.5,4.18,333.7569958,57.04346522,38.86,476.45,50,0.54,0.278,P,333.7591246,57.04358673
333.9038357,-41.34670059,109908,22 15 36.88,-41 20 48.3,4.79,333.9036867,-41.34675029,12.44,46.04,20.45,0.76,0.79,D,333.9038358,-41.34670059
333.9924026,37.74873668,109937,22 15 58.17,+37 44 55.4,4.14,333.9923757,37.74873483,5.2,8.74,0.76,0.61,1.447, ,333.9924026,37.74873668
334.1106819,57.22023845,109972,22 16 26.51,+57 13 12.8,5.88,334.1104692,57.22022542,4.48,47.37,5.36,0.56,0.95, ,334.1106819,57.22023845
334.1106582,-41.62722507,109973,22 16 26.57,-41 37 37.9,5.11,334.1107023,-41.62720198,13.61,-13.56,-9.5,0.86,0.93, ,334.1106582,-41.62722507
334.2001859,-12.83143618,110000,22 16 48.04,-12 49 53.2,5.34,334.2001814,-12.83144751,6.74,1.84,4.66,0.88,1.132, ,334.200186,-12.83143618
334.2084851,-7.783290313,110003,22 16 49.97,-07 46 59.7,4.17,334.2081933,-7.78323706,17.04,118.95,-21.91,0.74,0.979, ,334.2084851,-7.78329031
334.2190246,-9.040066774,110009,22 16 52.60,-09 02 24.1,5.8,334.2191674,-9.04003734,9.28,-58.02,-12.11,0.9,1.158, ,334.2190246,-9.04006677
334.2770821,-5.3871641,110023,22 17 06.50,-05 23 14.0,5.75,334.2770924,-5.38721152,9.56,-4.2,19.51,0.86,0.878, ,334.2770821,-5.3871641
334.4608134,-77.51155332,110078,22 17 50.70,-77 30 41.7,5.49,334.4612324,-77.51158803,26,-37.28,14.28,0.52,0.312, ,334.4608134,-77.51155332
334.5527058,62.80438774,110103,22 18 12.59,+62 48 15.7,5.75,334.5524785,62.80436392,4.73,42.73,9.8,0.54,1.256, ,334.5527058,62.80438774
334.5650634,-53.6270735,110109,22 18 15.18,-53 37 31.9,5.36,334.5632606,-53.62553594,73.47,439.86,-632.6,0.7,0.614, ,334.5650634,-53.6270735
334.6253923,-60.25958759,110130,22 18 30.18,-60 15 34.2,2.87,334.6257426,-60.25949486,16.42,-71.48,-38.15,0.59,1.39, ,334.6253924,-60.25958759
334.7530834,-13.30499496,110179,22 19 00.70,-13 18 17.9,5.96,334.752902,-13.30497087,9.21,72.65,-9.91,0.81,1.075, ,334.7530834,-13.30499496
335.0069924,-80.43974699,110256,22 20 01.48,-80 26 22.7,5.09,335.0061676,-80.43964301,12.15,56.36,-42.78,0.54,1.276, ,335.0069924,-80.43974699
335.0496523,-7.821102007,110273,22 20 11.91,-07 49 16.0,5.35,335.049615,-7.82110592,4.39,15.21,1.61,0.8,-0.048, ,335.0496523,-7.82110201
335.1149036,5.789497984,110298,22 20 27.56,+05 47 22.2,5.37,335.1148539,5.78949288,3.55,20.33,2.1,0.77,-0.037, ,335.1149036,5.78949798
335.2564447,46.53656951,110351,22 21 01.53,+46 32 11.6,4.55,335.2563679,46.53656484,6.4,21.72,1.92,0.52,-0.1, ,335.2564447,46.53656951
335.3305798,28.33052953,110371,22 21 19.33,+28 19 49.9,4.78,335.3305317,28.33051592,5.37,17.42,5.6,0.71,-0.01, ,335.3305798,28.33052953
335.3794792,12.20518609,110386,22 21 31.07,+12 12 18.6,4.82,335.3794638,12.20517262,3.36,6.21,5.54,0.79,-0.132, ,335.3794792,12.20518609
335.3982014,-21.5982299,110391,22 21 35.58,-21 35 52.9,5.12,335.3982311,-21.59802435,17.81,-11.34,-84.57,0.87,1.057, ,335.3982014,-21.5982299
335.414064,-1.387331518,110395,22 21 39.30,-01 23 14.5,3.86,335.4137498,-1.38735315,20.67,129.24,8.9,1.71,-0.057, ,335.4140641,-1.38733152
335.7832786,-45.92848794,110506,22 23 07.79,-45 55 42.0,5.62,335.7824632,-45.92834717,24.62,233.33,-57.92,0.7,0.372, ,335.7832786,-45.92848794
335.8785355,-24.76266115,110529,22 23 30.79,-24 45 45.6,5.53,335.8782743,-24.76265507,12,97.6,-2.5,0.77,0.979, ,335.8785355,-24.76266115
335.8839638,-7.194421177,110532,22 23 32.15,-07 11 40.0,5.92,335.883979,-7.19444293,7.1,-6.21,8.95,0.93,0.998, ,335.8839638,-7.19442118
335.8900979,52.22904653,110538,22 23 33.64,+52 13 46.2,4.42,335.8901517,52.22949951,19.21,-13.56,-186.37,0.51,1.015, ,335.8900979,52.22904653
336.0286837,-4.837019905,110578,22 24 06.87,-04 50 13.2,5.79,336.0286194,-4.83700102,7.69,26.35,-7.77,0.89,-0.033, ,336.0286837,-4.83701991
336.1127517,-13.52936898,110602,22 24 27.03,-13 31 45.9,5.76,336.1126249,-13.52940359,6.01,50.69,14.24,0.76,0.97, ,336.1127517,-13.52936898
336.1291296,49.47639255,110609,22 24 31.00,+49 28 35.0,4.55,336.1291488,49.47640074,1.54,-5.12,-3.37,0.52,0.092, ,336.1291297,49.47639255
336.1536819,-72.25541209,110618,22 24 34.39,-72 15 13.6,5.28,336.1432949,-72.25377388,34.6,1302.45,-674.12,0.6,0.66, ,336.1536819,-72.25541209
336.2349603,-57.79741534,110649,22 24 56.19,-57 47 47.8,5.31,336.2341362,-57.79661017,48.81,180.71,-331.27,0.61,0.665, ,336.2349604,-57.79741534
336.2941828,-70.43162205,110668,22 25 10.39,-70 25 53.3,5.78,336.293299,-70.4314706,19.75,121.79,-62.31,0.6,0.396, ,336.2941828,-70.43162205
336.3192633,1.377400592,110672,22 25 16.61,+01 22 38.6,4.8,336.3192186,1.37739245,2.96,18.38,3.35,0.71,-0.171, ,336.3192633,1.37740059
336.5034075,70.7708984,110725,22 26 00.78,+70 46 15.2,5.47,336.5032622,70.77088542,6.27,19.69,5.34,0.76,1.216, ,336.5034075,70.7708984
336.642814,-16.74213796,110778,22 26 34.15,-16 44 31.7,5.55,336.6422815,-16.74214759,49.8,209.77,3.96,2.54,0.618, ,336.642814,-16.74213796
336.6557729,4.393766205,110785,22 26 37.22,+04 23 37.1,5.76,336.6550748,4.39363758,25.34,286.36,52.92,1.66,0.519, ,336.6557729,4.3937662
336.6766834,78.78585295,110787,22 26 42.45,+78 47 09.4,5.83,336.6768595,78.78594317,15.98,-14.09,-37.12,0.5,0.171, ,336.6766834,78.78585295
336.7721262,65.13226983,110817,22 27 05.31,+65 07 56.2,5.52,336.7721305,65.13227452,1.29,-0.74,-1.93,0.55,0.302, ,336.7721262,65.13226983
336.833199,-64.96635445,110838,22 27 19.87,-64 57 59.0,4.51,336.8328045,-64.96637927,12.21,68.68,10.21,0.63,-0.029, ,336.833199,-64.96635445
336.9646762,4.695663644,110882,22 27 51.48,+04 41 47.1,4.78,336.9644877,4.6964107,20.39,77.29,-307.36,0.78,1.039, ,336.9646762,4.69566364
337.156966,-67.48905907,110935,22 28 37.44,-67 29 20.0,5.56,337.1560048,-67.48888731,22.96,151.41,-70.67,0.6,0.208, ,337.156966,-67.48905907
337.1633745,-39.13179163,110936,22 28 39.18,-39 07 53.0,5.47,337.1632579,-39.13140099,12.42,37.24,-160.72,0.74,0.959, ,337.1633745,-39.13179163
337.2079673,-0.019971967,110960,22 28 49.80,-00 01 12.2,3.65,337.2075023,-0.02006304,31.53,191.32,37.47,1.5,0.406, ,337.2079673,-0.01997197
337.2832625,9.129034099,110986,22 29 07.95,+09 07 44.7,5.6,337.2831355,9.12908395,5.63,51.63,-20.51,0.85,1.578, ,337.2832626,9.1290341
337.2926148,26.7631985,110992,22 29 10.21,+26 45 47.6,5.79,337.2925438,26.76320924,2.97,26.09,-4.42,0.66,1.252, ,337.2926148,26.7631985
337.2927762,58.41519853,110991,22 29 10.25,+58 24 54.7,4.07,337.2926998,58.4151899,3.32,16.47,3.55,0.58,0.778,P,337.2927762,58.41519853
337.3173945,-43.49556461,110997,22 29 16.15,-43 29 44.0,3.97,337.3173087,-43.49555433,11.03,25.62,-4.23,0.85,1.022, ,337.3173945,-43.49556461
337.3825926,47.70688669,111022,22 29 31.82,+47 42 24.8,4.34,337.3825947,47.70689488,2.8,-0.6,-3.37,0.5,1.679, ,337.3825926,47.70688669
337.4393059,-43.74922369,111043,22 29 45.45,-43 44 57.2,4.12,337.4393561,-43.74922804,10.04,-14.93,1.79,1.11,1.57, ,337.4393059,-43.74922369
337.4417463,-27.10728417,111045,22 29 45.94,-27 06 26.0,5.95,337.4414205,-27.10723481,23.76,119.31,-20.31,0.81,0.362, ,337.4417463,-27.10728417
337.4707442,78.82428466,111056,22 29 52.97,+78 49 27.6,5.45,337.4707007,78.82433733,13.75,3.47,-21.67,0.52,0.093, ,337.4707442,78.82428466
337.491406,4.431690042,111062,22 29 57.95,+04 25 55.4,5.51,337.4914521,4.43205725,18.93,-18.89,-151.08,1.23,0.385, ,337.491406,4.43169004
337.5075588,32.57263835,111068,22 30 01.79,+32 34 21.6,5.64,337.5074696,32.57267245,8.01,30.94,-14.03,0.65,-0.031, ,337.5075588,32.57263835
337.6219165,43.12337585,111104,22 30 29.26,+43 07 24.2,4.52,337.6219233,43.12338985,2.38,-2.05,-5.76,0.64,-0.086, ,337.6219165,43.12337585
337.6617336,-10.67795002,111123,22 30 38.82,-10 40 40.4,4.82,337.6617292,-10.67788619,12.29,1.79,-26.26,1.32,-0.053,D,337.6617336,-10.67795002
337.8229209,50.28249144,111169,22 31 17.38,+50 16 56.8,3.76,337.822399,50.28244976,31.86,137.22,17.15,0.54,0.031, ,337.8229209,50.28249144
337.8763781,-32.34607343,111188,22 31 30.29,-32 20 45.7,4.29,337.8762065,-32.34602798,21.99,59.64,-18.7,0.78,0.011, ,337.8763781,-32.34607343
337.9063153,-85.96725319,111196,22 31 37.83,-85 58 02.6,5.76,337.9076162,-85.96740206,9.88,-37.64,61.25,0.51,1.02, ,337.9063153,-85.96725319
338.0676086,76.2264413,111242,22 32 16.27,+76 13 35.3,5.7,338.0678124,76.22646833,4.43,-19.96,-11.12,0.49,0.02, ,338.0676086,76.2264413
338.1099087,39.77973355,111259,22 32 26.37,+39 46 47.1,5.88,338.1098938,39.77975511,5.19,4.73,-8.87,0.7,0.166, ,338.1099087,39.77973355
338.2502638,-61.98212195,111310,22 33 00.01,-61 58 55.5,4.91,338.2500526,-61.982073,11.96,40.82,-20.14,0.6,1.612, ,338.2502638,-61.98212195
338.4193747,56.62473707,111362,22 33 40.57,+56 37 28.7,5.72,338.419028,56.62463722,9.6,78.48,41.08,0.53,0.966, ,338.4193747,56.62473707
338.5121336,-1.574269851,111394,22 34 02.89,-01 34 27.0,5.88,338.5120371,-1.57417924,7.35,39.7,-37.28,0.86,0.977, ,338.5121336,-1.57426985
338.6734872,-20.70821576,111449,22 34 41.50,-20 42 28.3,5.21,338.6729114,-20.70785949,43.97,221.6,-146.58,0.75,0.446, ,338.6734872,-20.70821576
338.8390858,-0.117497584,111497,22 35 21.33,-00 07 02.5,4.04,338.8388705,-0.11736123,17.77,88.56,-56.1,0.82,-0.083, ,338.8390858,-0.11749758
338.9015658,-23.99109409,111515,22 35 36.36,-23 59 27.9,5.97,338.9014968,-23.99107868,9.66,25.95,-6.34,0.85,0.984, ,338.9015658,-23.99109409
338.942232,73.64318817,111532,22 35 45.78,+73 38 35.3,5.08,338.9407362,73.64312707,17.7,173.32,25.14,0.5,0.395, ,338.9422321,73.64318817
338.9678554,39.63433069,111546,22 35 52.28,+39 38 03.6,5.73,338.9678519,39.63434136,5.1,1.11,-4.39,1.79,-0.16, ,338.9678554,39.63433069
339.1476714,-31.66378886,111600,22 36 35.47,-31 39 49.3,5.82,339.1477892,-31.66369314,10.45,-41.23,-39.38,0.89,1.074, ,339.1476714,-31.66378886
339.2452275,-40.5910344,111643,22 36 58.82,-40 35 27.1,5.85,339.2450829,-40.59086511,14.86,45.18,-69.65,0.85,0.06, ,339.2452275,-40.5910344
339.304026,75.37181088,111660,22 37 12.86,+75 22 18.5,5.8,339.3035958,75.3717918,5.23,44.7,7.85,0.51,1.594, ,339.304026,75.37181088
339.343407,51.54512282,111674,22 37 22.47,+51 32 43.3,4.64,339.3436075,51.54537399,18.95,-51.31,-103.34,0.54,0.254, ,339.343407,51.54512282
339.4390876,-4.228055719,111710,22 37 45.42,-04 13 39.9,5.04,339.4392542,-4.22776291,13.92,-68.36,-120.47,0.75,1.14, ,339.4390876,-4.22805572
339.6580129,56.79563166,111795,22 38 37.87,+56 47 44.6,5.11,339.6577803,56.79571012,7.59,52.42,-32.28,0.57,1.537, ,339.658013,56.79563166
339.6627212,63.58447203,111797,22 38 39.05,+63 35 04.3,5.19,339.6627275,63.5845212,10.2,-1.16,-20.23,0.51,0.083, ,339.6627212,63.58447203
339.7144436,-33.08134754,111809,22 38 51.46,-33 04 53.0,5.66,339.7144313,-33.08138295,7.5,4.25,14.57,0.76,0.037, ,339.7144436,-33.08134754
339.7191255,19.5222628,111810,22 38 52.62,+19 31 21.0,5.84,339.719242,19.52249181,8.55,-45.17,-94.22,0.75,0.922, ,339.7191256,19.5222628
339.8153279,39.05026916,111841,22 39 15.68,+39 03 01.0,4.89,339.8153288,39.05028301,3.08,-0.29,-5.7,0.62,-0.207, ,339.8153279,39.05026916
340.0766967,53.84592759,111925,22 40 18.40,+53 50 45.5,5.94,340.0766703,53.84597214,9.49,6.41,-18.33,0.54,0.946, ,340.0766967,53.84592759
340.0929443,-30.65887086,111934,22 40 22.38,-30 39 30.1,5.88,340.0932485,-30.65836159,5.08,-107.65,-209.53,0.81,1.297, ,340.0929443,-30.65887086
340.1285795,44.27630499,111944,22 40 30.78,+44 16 34.6,4.5,340.1282598,44.27628068,10.81,94.18,10,0.56,1.318, ,340.1285795,44.27630499
340.1639166,-27.04361694,111954,22 40 39.33,-27 02 37.0,4.18,340.1638565,-27.0436148,4.38,22.01,-0.88,0.87,-0.105, ,340.1639166,-27.04361694
340.2038257,-57.42232207,111967,22 40 48.86,-57 25 20.3,5.98,340.2035701,-57.422306,2.66,56.62,-6.61,0.66,1.45, ,340.2038257,-57.42232207
340.2195099,14.54916061,111974,22 40 52.52,+14 32 55.9,5.72,340.2188263,14.54886051,30.49,272.25,123.47,0.95,0.723, ,340.2195099,14.54916061
340.3655033,10.83136442,112029,22 41 27.67,+10 49 53.0,3.41,340.3653118,10.83139111,15.64,77.38,-10.98,0.75,-0.086, ,340.3655033,10.83136442
340.3693789,40.2254488,112031,22 41 28.65,+40 13 31.7,5.25,340.3693813,40.22546314,2.34,-0.75,-5.9,0.62,-0.137, ,340.3693789,40.2254488
340.4002157,41.54912344,112041,22 41 35.94,+41 32 56.3,5.93,340.3997582,41.54897766,10.08,140.88,59.98,0.65,0.998, ,340.4002157,41.54912344
340.4392016,29.30764069,112051,22 41 45.41,+29 18 27.7,4.8,340.4392072,29.3076892,10.7,-2.03,-19.96,0.69,-0.013, ,340.4392016,29.30764069
340.4893985,14.51639289,112067,22 41 57.40,+14 30 59.2,5.92,340.4891611,14.51644444,12.22,94.55,-21.21,0.79,1.114, ,340.4893985,14.51639289
340.6536772,-47.21081334,112117,22 42 36.88,-47 12 36.0,5.99,340.6536552,-47.21000778,42.47,6.15,-331.43,0.72,0.584, ,340.6536772,-47.21081334
340.6668778,-46.8845769,112122,22 42 39.93,-46 53 04.4,2.07,340.6663953,-46.88456594,19.17,135.68,-4.51,0.75,1.61, ,340.6668778,-46.8845769
340.7505726,30.2212452,112158,22 43 00.13,+30 13 16.7,2.93,340.7505357,30.22130866,15.18,13.11,-26.11,0.79,0.852, ,340.7505726,30.2212452
340.8749027,-41.41434678,112203,22 43 29.97,-41 24 50.8,4.84,340.8748696,-41.41411843,14.71,10.23,-93.95,0.76,1.027, ,340.8749027,-41.41434678
340.896805,-18.83037526,112211,22 43 35.25,-18 49 49.1,4.68,340.8968856,-18.83030716,6.73,-31.4,-28.02,0.85,1.358, ,340.896805,-18.83037526
341.0217416,39.46534838,112241,22 44 05.21,+39 27 55.5,5.93,341.0217175,39.46541736,5.04,7.68,-28.38,0.81,1.49, ,341.0217416,39.46534838
341.0228291,41.8192347,112242,22 44 05.49,+41 49 09.2,5.11,341.0228563,41.81922714,11.89,-8.33,3.11,0.6,0.96, ,341.0228291,41.8192347
341.407842,-53.50012101,112374,22 45 37.85,-53 30 00.6,4.84,341.4077169,-53.50016316,8.27,30.62,17.34,0.62,1.18, ,341.407842,-53.50012101
341.4199275,-46.5473276,112381,22 45 40.81,-46 32 50.3,5.52,341.4200314,-46.54729992,4.91,-29.41,-11.39,0.71,1.302, ,341.4199275,-46.5473276
341.5146162,-81.38161517,112405,22 46 03.72,-81 22 53.8,4.13,341.5155139,-81.38161731,23.23,-55.35,0.88,0.5,0.208, ,341.5146162,-81.38161517
341.5425922,44.54605449,112417,22 46 10.11,+44 32 45.5,5.84,341.5421053,44.54597654,18.79,142.77,32.07,0.64,0.358, ,341.5425922,44.54605449
341.6328278,23.56565397,112440,22 46 31.84,+23 33 56.4,3.97,341.6326766,23.56567939,8.26,56.99,-10.46,0.7,1.07, ,341.6328278,23.56565397
341.6732524,12.17288788,112447,22 46 41.44,+12 10 26.7,4.2,341.672673,12.17408381,61.54,233.06,-492.04,0.77,0.502, ,341.6732524,12.17288788
341.8710965,83.15383033,112519,22 47 28.95,+83 09 13.4,4.77,341.8706143,83.15371558,10.06,23.65,47.21,0.51,1.257, ,341.8710965,83.15383033
